name,number,geometry,city
Adana,1,"MULTIPOLYGON (((35.27902603149408 36.64069366455101, 35.28180694580078 36.6390266418457, 35.28291702270513 36.63680648803717, 35.27819442749029 36.64014053344727, 35.27902603149408 36.64069366455101)), ((35.27152633666998 36.64485931396507, 35.27402877807646 36.64319610595709, 35.27402877807646 36.64208221435558, 35.27125167846697 36.64319610595709, 35.27152633666998 36.64485931396507)), ((35.20735931396513 36.65069580078119, 35.2093048095706 36.64986038208025, 35.20958328247099 36.64930725097685, 35.2062492370606 36.64902877807646, 35.20735931396513 36.65069580078119)), ((35.21180725097656 36.65541839599638, 35.21208190917974 36.65319442749046, 35.21152877807634 36.6529159545899, 35.20958328247099 36.65513992309582, 35.21180725097656 36.65541839599638)), ((35.21347045898466 36.65986251831077, 35.21402740478527 36.65874862670927, 35.21069335937517 36.65902709960943, 35.21097183227556 36.65986251831077, 35.21347045898466 36.65986251831077)), ((35.20958328247099 36.67874908447283, 35.21236038208013 36.67763900756864, 35.21236038208013 36.67680740356468, 35.20847320556646 36.6781959533692, 35.20958328247099 36.67874908447283)), ((35.5912513732913 36.70402908325212, 35.5915260314942 36.6995849609375, 35.59069442749018 36.6995849609375, 35.58986282348638 36.70319366455078, 35.5912513732913 36.70402908325212)), ((35.60680389404291 36.70541763305687, 35.60625076293951 36.70097351074241, 35.6012496948245 36.70019912719721, 35.60514068603533 36.70541763305687, 35.60680389404291 36.70541763305687)), ((35.68264007568365 36.71625137329102, 35.67958450317383 36.71263885498075, 35.67736053466825 36.7140274047851, 35.68097305297852 36.71625137329102, 35.68264007568365 36.71625137329102)), ((35.69708251953142 36.72735977172874, 35.70291519165045 36.72430419921903, 35.70291519165045 36.72347259521507, 35.69736099243181 36.72375106811546, 35.69708251953142 36.72735977172874)), ((36.32963943481462 37.92000961303711, 36.31517028808622 37.88559722900396, 36.31903839111345 37.83251953125, 36.36219787597662 37.75340270996094, 36.30236816406261 37.65124893188494, 36.15383529663092 37.63694381713884, 36.03329086303717 37.57089233398443, 35.88317108154325 37.35688018798834, 35.88177108764648 37.24158477783214, 35.90429687500011 37.20827102661144, 35.85282516479492 37.12870788574219, 35.87482452392595 37.12169647216803, 36.00097274780273 37.17415237426786, 36.03230667114258 37.15906143188488, 36.06144714355474 37.10885620117188, 36.04160690307617 37.02555465698254, 35.94699859619146 36.95690536499052, 35.91258621215826 36.90350723266613, 35.93404769897478 36.87985992431646, 35.84180450439453 36.79513931274425, 35.7945823669433 36.76569366455107, 35.66680526733398 36.76708221435547, 35.6270828247072 36.74569320678734, 35.60930633544939 36.71430587768549, 35.61291503906244 36.73208236694336, 35.60319519042969 36.72708511352533, 35.5995826721192 36.69985961914091, 35.5915260314942 36.71097183227562, 35.56319427490234 36.71263885498075, 35.55430603027372 36.6995849609375, 35.57013702392607 36.70652770996122, 35.58458328247065 36.67958450317394, 35.6295814514163 36.72152709960938, 35.62430572509794 36.73374938964866, 35.65430450439447 36.73986053466803, 35.64541625976568 36.70763778686518, 35.65680694580095 36.72902679443365, 35.65402603149414 36.70791625976557, 35.70652770996122 36.71319580078131, 35.70430374145513 36.72319412231468, 35.7234725952149 36.71263885498075, 35.64513778686529 36.66847229003906, 35.62180709838884 36.60430526733415, 35.58180618286138 36.59069442749052, 35.565971374512 36.56486129760748, 35.41819381713873 36.5901374816894, 35.33902740478516 36.538471221924, 35.32958221435553 36.56791687011713, 35.32208251953142 36.57236099243175, 35.34624862670904 36.60347366333036, 35.28513717651362 36.62680435180664, 35.28791809082048 36.64347076416033, 35.27097320556658 36.65208435058611, 35.2640266418457 36.63930511474626, 35.24902725219738 36.65402603149425, 35.27152633666998 36.66180419921875, 35.25097274780302 36.6781959533692, 35.18069458007841 36.69291687011719, 35.163471221924 36.67597198486351, 35.17597198486345 36.66152954101574, 35.27347183227567 36.60874938964861, 35.3245849609375 36.55875015258812, 34.99791717529303 36.71347045898455, 34.91521453857422 36.72486114501964, 34.94981765747065 36.7540168762207, 35.03480148315435 36.77099609375028, 35.06715011596697 36.81790924072271, 35.06958389282255 36.8526496887207, 35.05463027954107 36.97039413452154, 35.00078582763683 37.04145812988293, 34.92519378662115 37.0896911621096, 34.90010833740263 37.17629623413086, 34.78625869750982 37.37928009033214, 34.78827667236334 37.4651603698731, 34.86076354980474 37.52503204345697, 34.85847854614258 37.57877349853527, 34.81658554077154 37.65838241577154, 34.82666015625028 37.68491744995129, 34.86949157714844 37.71004486083979, 35.02579116821306 37.69889450073242, 35.08160018920927 37.718662261963, 35.21365356445324 37.83214187622076, 35.20755767822294 37.91330337524414, 35.24167633056646 37.95356369018572, 35.45680999755865 37.91956710815424, 35.62101745605474 37.95576095581066, 35.68097686767607 38.05966186523432, 36.01338195800787 38.18564224243158, 36.161430358887 38.4135093688966, 36.30536651611334 38.46374893188477, 36.37761306762707 38.46636962890625, 36.42207336425781 38.44219589233398, 36.49144363403326 38.31632614135742, 36.42615890502947 38.25278854370117, 36.33535766601574 37.99667358398449, 36.32963943481462 37.92000961303711)))",adana
Adıyaman,2,"POLYGON ((38.65533828735357 38.09172439575201, 38.85887527465832 38.09242630004883, 39.00511550903326 38.11749267578125, 39.0746154785158 38.14497375488281, 39.11173629760748 38.18469238281273, 39.16018295288092 38.17333602905296, 39.20501708984369 38.19129943847656, 39.24630737304693 38.16666030883812, 39.21008682250977 38.05253982543945, 39.0734367370606 37.99180603027361, 38.99199676513689 37.91375732421875, 38.97643661499023 37.88441848754894, 38.97814941406256 37.7954025268557, 38.95181274414068 37.74911117553711, 38.83071136474615 37.69311904907238, 38.83985519409174 37.65862274169928, 38.8294410705567 37.6424446105957, 38.61588668823254 37.57777023315424, 38.47832489013666 37.48891067504883, 38.33054733276379 37.48437881469732, 38.15669631958025 37.40692520141602, 38.06077194213867 37.4311904907226, 37.98249435424833 37.49617004394543, 37.7957878112793 37.5446510314942, 37.67906951904303 37.51203155517589, 37.62296295166021 37.51213455200224, 37.5731277465822 37.55051803588867, 37.45948791503912 37.58237457275396, 37.41645050048839 37.61639785766624, 37.42218780517607 37.70332336425793, 37.59421539306652 37.82491683959972, 37.73728942871122 37.83412933349632, 37.76950454711931 37.86634826660179, 37.83566284179693 37.88283157348638, 37.98031234741217 37.86098861694364, 38.18105316162115 37.91896057128906, 38.13481521606451 38.08943557739263, 38.39860153198248 38.19963455200201, 38.5370826721192 38.23062896728521, 38.63445281982428 38.19916915893566, 38.62433242797846 38.16921615600614, 38.56292343139648 38.12447357177746, 38.65533828735357 38.09172439575201))",adiyaman
Afyon,3,"POLYGON ((31.3627662658692 39.16468429565424, 31.38635826110868 39.11867141723644, 31.4598522186281 39.08817672729521, 31.69689178466825 39.09305953979515, 31.708700180054 38.95373535156273, 31.6233043670656 38.81773376464866, 31.58945655822771 38.72563552856445, 31.6107826232913 38.67497253417963, 31.67928123474132 38.63260269165045, 31.2607727050783 38.42766571044928, 31.20930480957037 38.439853668213, 31.12550926208496 38.51361846923828, 31.08842468261724 38.5123291015625, 30.79996490478533 38.2902374267581, 30.6405105590822 38.24580764770513, 30.51735877990728 38.18640518188471, 30.36630058288603 38.07125473022461, 30.26555252075224 38.01611709594727, 30.22363090515165 37.98092269897472, 30.18260765075712 37.9011611938476, 30.19958305358915 37.84968566894531, 30.16710472106939 37.81391525268555, 30.09053611755371 37.77673721313477, 29.96699905395513 37.78396606445335, 29.84527397155779 37.76081848144531, 29.81536865234392 37.81905364990257, 29.72046852111822 37.85255050659185, 29.66377067565924 37.85255050659185, 29.66599845886248 37.98868942260748, 29.92452049255382 38.10348129272478, 30.02029228210478 38.17622375488281, 30.04127883911133 38.22135543823259, 30.03680038452154 38.25156402587891, 29.92219924926786 38.41290664672874, 29.75541305541992 38.45410919189453, 29.77183532714872 38.50595855712919, 29.87275886535673 38.64421844482433, 29.89436721801786 38.70968246459984, 30.07478904724127 38.78848648071295, 30.11536407470697 38.8208732604981, 30.27036857605009 39.08821105957054, 30.38463592529325 39.12631988525396, 30.43370437622076 39.16427230834972, 30.45332908630388 39.20599746704107, 30.50550842285162 39.18942260742188, 30.54296112060575 39.13069152832031, 30.6117458343507 39.07914733886719, 30.63977622985851 39.07695770263695, 30.76663017272978 39.12854385375999, 30.79947853088385 39.17238998413092, 30.88596343994158 39.21287155151373, 30.98915672302252 39.15921020507824, 31.14186096191435 39.21850204467773, 31.24177551269537 39.28451919555664, 31.30526924133318 39.27318572998053, 31.3627662658692 39.16468429565424))",afyon
Ağrı,4,"POLYGON ((43.39566040039057 39.92579650878918, 43.39422988891596 39.79460525512701, 43.45641708374023 39.76747512817388, 43.47832870483427 39.76672363281261, 43.5319442749024 39.82041931152349, 43.62248992919939 39.82235717773443, 43.74055480957048 39.79948043823242, 43.9997062683106 39.68526458740246, 44.15977859497082 39.69419860839855, 44.23257827758795 39.67170715332043, 44.3003501892091 39.67086791992193, 44.38017654418962 39.69319534301769, 44.49647140502958 39.69598007202171, 44.48960494995146 39.63012695312511, 44.43618774414068 39.5606613159182, 44.45337677001959 39.50155639648449, 44.4333610534668 39.47306823730469, 44.44112396240251 39.43587493896484, 44.42366027832043 39.4098014831543, 44.30173492431646 39.3714714050293, 44.22431182861334 39.41028976440441, 44.17476272583025 39.40239334106445, 44.1518440246582 39.37718200683599, 44.13813781738293 39.37977981567394, 44.14360809326178 39.40017700195312, 44.06981658935553 39.40531921386719, 44.04974365234392 39.36075210571283, 44.03281784057617 39.37202072143555, 43.96207427978521 39.35651016235363, 43.71635437011724 39.37020492553734, 43.64554214477545 39.30242919921886, 43.5928192138673 39.28789520263695, 43.49435043334989 39.32737731933616, 43.42657852172857 39.38888549804682, 43.29376220703153 39.40276336669933, 43.19167327880865 39.32806777954107, 43.10197830200224 39.32246017456055, 43.07938003540056 39.30751419067394, 43.08466720581049 39.28419113159202, 43.16693878173857 39.23722457885742, 43.16763305664068 39.16597366333019, 43.14973449707037 39.13916778564464, 42.97164154052763 39.08096313476585, 42.82785797119141 39.06509017944347, 42.74984359741217 39.03714752197277, 42.72988891601568 39.15900421142589, 42.67221069335938 39.24966812133812, 42.62761688232439 39.27266311645508, 42.51681900024442 39.37535095214838, 42.46639633178717 39.46373367309599, 42.46341323852567 39.48609924316412, 42.52363967895513 39.56861877441406, 42.50621795654325 39.72973632812494, 42.47482299804705 39.76498413085949, 42.28524017334001 39.81406784057623, 42.25519943237322 39.86116790771484, 42.2776527404788 39.88196563720703, 42.40620422363287 39.87339019775391, 42.56636428833013 39.94755172729515, 42.63833999633783 39.91758728027372, 42.7108917236331 39.91766357421875, 43.10322189331072 40.00832748413086, 43.3728103637697 39.96042251586908, 43.39566040039057 39.92579650878918))",agri
Aksaray,68,"POLYGON ((34.2052116394043 38.84115219116222, 34.26256942749052 38.79367065429688, 34.20526123046903 38.67776489257818, 34.27302932739263 38.62049484252958, 34.34800338745129 38.47341918945312, 34.39439773559565 38.43891906738287, 34.36829757690447 38.36765289306652, 34.36320114135748 38.2909202575683, 34.39450073242182 38.24264526367193, 34.38952255249029 38.16189575195307, 34.32982254028326 38.13497161865246, 34.26839065551758 38.05600738525402, 34.18675994873075 38.07005691528315, 34.14690780639654 38.05195236206055, 34.12569427490246 38.01376342773443, 33.77833557128912 37.95623016357433, 33.49501800537126 37.93255615234381, 33.41340637207048 37.95118713378906, 33.3625679016115 38.00362014770519, 33.24011611938494 38.21535110473644, 33.24263381958013 38.25516128540062, 33.30143737792986 38.34704589843761, 33.31811904907244 38.42950057983421, 33.38059997558611 38.56238174438477, 33.46504211425776 38.63647079467779, 33.68149948120117 38.71100616455089, 33.82563781738287 38.71486663818359, 33.92397689819342 38.78068542480486, 33.94691085815458 38.82922744750994, 33.8883056640625 38.95417022705089, 33.9267005920413 39.00811004638678, 34.07765579223633 38.90355300903332, 34.17686462402338 38.88210296630854, 34.2052116394043 38.84115219116222))",aksaray
Amasya,5,"POLYGON ((35.7025527954101 40.87731552124023, 35.84056091308599 40.86432647705101, 35.95529174804688 40.87558364868164, 36.06103515625006 40.84314727783226, 36.18094253540045 40.90474319458019, 36.20392608642584 40.98003387451172, 36.25976181030302 40.9792823791505, 36.37237548828153 40.95207977294928, 36.37617874145525 40.90769958496105, 36.4480056762697 40.86983108520536, 36.41676330566412 40.82258224487305, 36.45636749267595 40.77013778686523, 36.47280883789062 40.70748138427734, 36.44152450561552 40.63232803344738, 36.32520294189459 40.52367782592773, 36.20240020751959 40.45898437500006, 36.1100692749024 40.44609451293945, 36.03977584838873 40.45986938476557, 35.95844650268555 40.50232696533209, 35.84466171264654 40.50151824951178, 35.71618652343756 40.32625579834007, 35.5763778686524 40.27421951293945, 35.52962875366239 40.23553085327148, 35.51206970214861 40.18977737426763, 35.37136840820318 40.19515609741217, 35.33233642578119 40.22890853881842, 35.34368133544928 40.35832595825195, 35.44840621948237 40.46772384643566, 35.46423721313471 40.5735321044923, 35.42771530151373 40.61520767211925, 35.25703811645519 40.66609954834001, 35.15071868896513 40.67067337036144, 35.082084655762 40.71263122558594, 35.02510070800798 40.84339904785168, 35.04604339599604 40.85290908813477, 35.04957199096674 40.95141220092779, 35.09133148193365 41.03227615356468, 35.09315490722651 41.09054183959961, 35.48538970947271 41.01232147216803, 35.64389419555692 40.92682647705078, 35.66569137573259 40.89455795288109, 35.7025527954101 40.87731552124023))",amasya
Ankara,6,"POLYGON ((33.18795776367205 40.41364669799805, 33.22098541259771 40.35124969482445, 33.2674293518067 40.33113479614281, 33.33076477050776 40.33474349975609, 33.36414337158197 40.38593292236334, 33.40986251831072 40.38897705078125, 33.72912216186518 40.27840805053711, 33.65273666381842 40.20186614990234, 33.57646942138689 40.04805374145513, 33.61725234985357 39.96635437011741, 33.61644363403337 39.91255950927757, 33.59539413452177 39.88404464721702, 33.43414688110357 39.81398773193371, 33.35625457763678 39.75112152099609, 33.31986618041992 39.64878463745117, 33.31763839721685 39.57464599609403, 33.2855339050293 39.46186065673851, 33.23331832885748 39.37669372558594, 33.28668594360357 39.33038711547863, 33.36938476562506 39.31716537475592, 33.39027023315435 39.27744674682617, 33.36560821533209 39.22562789917015, 33.41689682006836 39.16110992431652, 33.52802276611345 39.2547988891601, 33.59801483154314 39.17142486572277, 33.94290542602567 39.03599166870117, 33.8883056640625 38.95417022705089, 33.94676208496099 38.81260299682617, 33.92397689819342 38.78068542480486, 33.82899475097673 38.71612167358415, 33.68149948120117 38.71100616455089, 33.46504211425776 38.63647079467779, 33.36212921142584 38.7917823791505, 33.37403869628935 39.03790664672852, 33.18780136108427 39.27682876586908, 33.11524581909185 39.22088241577154, 33.05522155761719 39.21893310546886, 33.02164840698271 39.15932846069347, 32.96263122558622 39.12651062011724, 32.89254760742193 39.1543312072755, 32.83474731445318 39.15232849121105, 32.74215316772467 39.08206176757812, 32.70268630981451 39.03284835815441, 32.5559196472168 39.04980850219738, 32.46858978271496 38.99460601806652, 32.2944526672365 39.06810379028326, 32.12997817993192 39.0306282043457, 32.08366394042974 39.04292297363281, 31.88320732116728 39.17380142211925, 31.99277877807623 39.22740173339844, 32.01132202148455 39.38178634643572, 31.99344062805193 39.50458908081055, 31.90797615051287 39.61370086669928, 31.84905242919928 39.73038864135754, 31.84725570678717 39.76829147338873, 31.88599014282238 39.80847930908214, 31.85768318176275 39.87451553344749, 31.79716491699224 39.8831901550293, 31.69595146179199 39.98823165893566, 31.61703681945829 40.01634979248058, 31.17598915100103 40.04402542114258, 31.02343177795416 40.01915740966803, 30.94405746459978 40.02215957641607, 30.91940116882336 40.03568267822266, 30.91363716125483 40.0991401672365, 30.87397193908691 40.14034652709961, 30.9550037384036 40.22293853759777, 31.04754829406738 40.2725639343264, 31.03728866577148 40.37631988525385, 31.06073379516596 40.41575241088867, 31.14426994323742 40.39905548095703, 31.26392936706543 40.34677124023438, 31.56692886352567 40.30855178833008, 31.70509338378935 40.34394454956066, 31.79364585876482 40.33181762695318, 31.9033527374267 40.34561157226557, 32.14555358886719 40.42466735839849, 32.37283325195318 40.4155387878418, 32.47593688964861 40.5302276611331, 32.43042373657227 40.65179443359392, 32.50134658813505 40.704257965088, 32.65491485595709 40.70256042480474, 32.95566177368192 40.59830474853527, 33.18795776367205 40.41364669799805))",ankara
Antalya,7,"MULTIPOLYGON (((29.63902854919462 36.12125015258795, 29.64569664001493 36.11569595336937, 29.62791633605974 36.10763931274414, 29.62874984741228 36.11125183105497, 29.63902854919462 36.12125015258795)), ((29.66263961792021 36.1365318298341, 29.66041755676275 36.13013839721697, 29.65458106994657 36.13291549682629, 29.65486145019537 36.13430404663103, 29.66263961792021 36.1365318298341)), ((29.75569534301786 36.14125061035151, 29.76625061035162 36.13152694702171, 29.73875045776362 36.12263870239269, 29.74041557312017 36.12708282470732, 29.75569534301786 36.14125061035151)), ((29.65541648864775 36.14430618286156, 29.65625000000028 36.14291763305681, 29.65319442749029 36.14125061035151, 29.65319442749029 36.14347076416021, 29.65541648864775 36.14430618286156)), ((29.6245841979981 36.1534729003908, 29.62791633605974 36.15152740478544, 29.62180519104021 36.15069580078148, 29.62208366394043 36.15236282348644, 29.6245841979981 36.1534729003908)), ((29.63208580017096 36.1534729003908, 29.63236045837431 36.15208435058605, 29.62874984741228 36.15152740478544, 29.62902832031267 36.15236282348644, 29.63208580017096 36.1534729003908)), ((29.49208259582514 36.16041564941429, 29.49458122253424 36.15708160400385, 29.49652862548834 36.15958404541016, 29.51736068725603 36.15708160400385, 29.48624992370634 36.15069580078148, 29.49208259582514 36.16041564941429)), ((29.62680625915556 36.16263961791998, 29.62708282470697 36.16097259521507, 29.62486076354986 36.15986251831072, 29.62402725219732 36.16208267211942, 29.62680625915556 36.16263961791998)), ((29.62930488586431 36.16347122192377, 29.63013839721685 36.16236114501982, 29.62958335876471 36.16041564941429, 29.62791633605974 36.16152954101562, 29.62930488586431 36.16347122192377)), ((29.59291458129888 36.16652679443382, 29.58986091613775 36.14986038208013, 29.60708427429205 36.14458465576195, 29.5593051910401 36.12097167968778, 29.59291458129888 36.16652679443382)), ((29.87291526794451 36.1690292358399, 29.87347221374512 36.16764068603538, 29.87069320678739 36.16624832153343, 29.87125015258795 36.16875076293974, 29.87291526794451 36.1690292358399)), ((29.83680534362821 36.17124938964844, 29.83819389343279 36.16819381713879, 29.83625030517584 36.16708374023443, 29.83402633666998 36.1690292358399, 29.83680534362821 36.17124938964844)), ((29.83319664001493 36.16930389404314, 29.83263969421381 36.17124938964844, 29.83625030517584 36.17208480834961, 29.8359718322755 36.17124938964844, 29.83319664001493 36.16930389404314)), ((29.54847145080572 36.18708419799816, 29.55180740356474 36.18402862548828, 29.55180740356474 36.18291854858393, 29.54597282409662 36.18458175659208, 29.54847145080572 36.18708419799816)), ((29.91263961791998 36.19152832031256, 29.91236114501964 36.18819427490234, 29.91041755676287 36.18819427490234, 29.90986061096191 36.1893043518067, 29.91263961791998 36.19152832031256)), ((30.40763854980474 36.19208145141596, 30.40902519226103 36.17958450317406, 30.40680694580072 36.1754150390625, 30.40263938903814 36.190971374512, 30.40763854980474 36.19208145141596)), ((29.91486167907715 36.19763946533209, 29.88125038146973 36.1690292358399, 29.88180541992193 36.17680740356457, 29.84069442749029 36.1690292358399, 29.91486167907715 36.19763946533209)), ((30.4054164886474 36.2029151916505, 30.4029159545899 36.19680404663097, 30.39930534362821 36.19763946533209, 30.40180587768572 36.2023620605471, 30.4054164886474 36.2029151916505)), ((29.43930625915556 36.20458221435564, 29.4370841979981 36.19930648803739, 29.43541717529314 36.19902801513683, 29.43486022949236 36.20347213745146, 29.43930625915556 36.20458221435564)), ((29.89930534362799 36.20652770996111, 29.90374755859381 36.20375061035185, 29.90263938903803 36.20124816894554, 29.8990268707276 36.20264053344749, 29.89930534362799 36.20652770996111)), ((29.90736007690424 36.21291732788103, 29.90263938903803 36.20680618286133, 29.89486122131359 36.20930480957043, 29.89736175537109 36.21152877807612, 29.90736007690424 36.21291732788103)), ((29.36541748046892 36.21819305419945, 29.35152816772489 36.21014022827177, 29.3462505340579 36.20875167846702, 29.34736061096208 36.21402740478538, 29.36541748046892 36.21819305419945)), ((29.37402725219755 36.22458267211937, 29.37347030639677 36.21986007690435, 29.36763954162603 36.2206954956057, 29.36902809143095 36.22402954101557, 29.37402725219755 36.22458267211937)), ((30.47291755676275 36.24069595336942, 30.4809703826906 36.23208236694364, 30.47958374023443 36.23014068603533, 30.46986389160162 36.23680496215843, 30.47291755676275 36.24069595336942)), ((30.1443061828615 36.26541519165062, 30.14291572570818 36.26374816894548, 30.13986206054693 36.26486206054705, 30.13986206054693 36.26541519165062, 30.1443061828615 36.26541519165062)), ((30.55347251892107 36.4609718322755, 30.5540275573731 36.45735931396484, 30.54708290100115 36.45735931396484, 30.55069351196317 36.4609718322755, 30.55347251892107 36.4609718322755)), ((31.66374969482416 36.64764022827154, 31.66430664062528 36.64597320556641, 31.66124916076666 36.64708328247093, 31.66124916076666 36.64764022827154, 31.66374969482416 36.64764022827154)), ((30.58930587768555 36.80430603027344, 30.5904159545899 36.80319595336908, 30.5904159545899 36.80069351196317, 30.58791732788086 36.80208206176758, 30.58930587768555 36.80430603027344)), ((31.44934844970732 37.34401321411138, 31.72783088684093 37.32756423950195, 31.84670257568376 37.28829956054699, 32.23294830322283 37.00030899047857, 32.29104614257841 36.85093307495117, 32.42606353759777 36.82072830200207, 32.47058486938482 36.7511253356933, 32.45649719238298 36.67405700683599, 32.50381469726568 36.56104278564464, 32.55423355102556 36.5082168579101, 32.65814208984381 36.4460792541505, 32.63582229614252 36.38359451293945, 32.64662170410156 36.28344345092768, 32.58005905151373 36.11024856567377, 32.5348625183106 36.09208297729504, 32.48791503906244 36.10902786254906, 32.29541778564482 36.2343063354495, 32.27486038208013 36.28902816772461, 32.2159729003908 36.33569335937506, 32.16597366333013 36.41708374023438, 32.02958297729498 36.53819274902344, 32.00569534301775 36.54291534423857, 32.00041580200201 36.53041839599615, 31.98569679260265 36.52736282348644, 31.96875 36.55597305297863, 31.7745838165286 36.60402679443359, 31.7459716796875 36.63819503784191, 31.67208290100103 36.64402770996088, 31.56125068664556 36.71180725097679, 31.38624954223638 36.76402664184576, 31.38708305358915 36.78069305419945, 31.32958412170439 36.80930709838884, 31.00652694702177 36.85819625854498, 30.75736045837419 36.84486007690435, 30.70013809204107 36.88458251953125, 30.62236022949236 36.85069274902366, 30.57486152648954 36.79486083984386, 30.57125091552751 36.67486190795898, 30.55458259582525 36.64597320556641, 30.55985832214367 36.61152648925787, 30.59152793884306 36.5893058776856, 30.55791664123529 36.54347229003918, 30.56541633605957 36.53263854980463, 30.5415287017824 36.52236175537109, 30.50736236572283 36.46875000000017, 30.50958061218279 36.43986129760759, 30.48125267028814 36.43402862548822, 30.49180793762213 36.42152786254877, 30.47680473327654 36.39875030517595, 30.5295848846435 36.33430480957031, 30.46708106994657 36.31430435180675, 30.46819496154791 36.29902648925781, 30.48875045776384 36.2993049621582, 30.48763847351074 36.27902603149425, 30.40569305419939 36.20930480957043, 30.40819358825689 36.27541732788097, 30.3701362609865 36.26874923706049, 30.28125190734869 36.31458282470714, 30.20041656494169 36.31541824340826, 30.14958381652849 36.30097198486351, 30.1518058776856 36.27208328247076, 30.13819313049322 36.27791595459007, 30.11652946472174 36.24736022949219, 30.06152534484869 36.25958251953148, 29.98125076293951 36.21430969238298, 29.92236137390142 36.23402786254894, 29.89097213745117 36.21152877807612, 29.88680458068853 36.19374847412126, 29.84597206115728 36.19625473022489, 29.82902717590338 36.18902969360346, 29.85041618347185 36.19319534301769, 29.80069351196317 36.1654167175293, 29.82930564880377 36.1690292358399, 29.79263877868669 36.14291763305681, 29.75986289978033 36.14014053344755, 29.78347206115734 36.15791702270536, 29.72291755676287 36.16347122192377, 29.68263816833502 36.13041687011719, 29.6781959533692 36.15291595458984, 29.65458106994657 36.14708328247087, 29.63041687011724 36.16958236694353, 29.64180564880377 36.18375015258789, 29.65041732788114 36.17347335815435, 29.64486122131342 36.19625473022489, 29.58374977111822 36.18597412109398, 29.63041687011724 36.20541763305675, 29.45875167846674 36.2212486267091, 29.44152832031267 36.21041488647461, 29.45513916015631 36.22569274902372, 29.41180610656755 36.22430419921881, 29.40430641174345 36.24430465698254, 29.41708564758329 36.26069259643583, 29.39291763305692 36.2640266418457, 29.36847305297857 36.26263809204113, 29.37486267089849 36.24874877929693, 29.3531970977786 36.22958374023438, 29.31374931335455 36.24680709838879, 29.25625228881853 36.30014038085955, 29.29875755310087 36.31876373291044, 29.32847785949724 36.40187454223644, 29.32709121704113 36.44231796264643, 29.57402038574247 36.61486434936529, 29.6049880981447 36.77914810180675, 29.6735973358156 36.87476730346697, 29.6842575073245 36.91900253295898, 29.75220489501947 36.9354133605957, 29.80910301208502 36.99095535278326, 29.848285675049 37.12187194824219, 29.92026519775408 37.18822860717785, 30.04769325256342 37.23775863647467, 30.31538772583025 37.30717086791992, 30.36160087585466 37.29970932006836, 30.39347648620611 37.24317550659191, 30.44412612915056 37.22361755371122, 30.75041961669928 37.2364311218264, 30.80518150329618 37.22457885742199, 30.88193511962891 37.36235427856451, 30.93602561950712 37.37379455566406, 30.99677276611345 37.34275817871099, 31.17972755432146 37.38970184326195, 31.23880577087402 37.42179489135759, 31.32330131530762 37.42438888549816, 31.37464332580561 37.37030410766602, 31.44934844970732 37.34401321411138)))",antalya
Ardahan,75,"POLYGON ((42.7628822326663 41.58436965942383, 42.83630752563505 41.58284378051758, 42.82082748413097 41.53591918945318, 42.79346084594744 41.51644134521507, 42.80962371826178 41.49266052246105, 42.85192489624052 41.47278594970709, 42.86620330810564 41.4991073608399, 42.89541244506864 41.50369644165039, 42.90453720092779 41.48081207275402, 42.96959304809582 41.45151138305687, 43.02477264404303 41.37825012207026, 43.10152053833013 41.35457992553717, 43.1296119689942 41.31791687011724, 43.2023353576663 41.30036544799805, 43.12392044067411 41.25409317016624, 43.19209671020525 41.25211334228521, 43.23177719116228 41.19274902343756, 43.22654342651396 41.17605972290045, 43.28223037719755 41.18186950683599, 43.26377487182617 41.15536499023443, 43.26222610473661 41.09014511108393, 43.22616577148443 41.03093338012718, 43.17438125610357 41.00304412841808, 43.07207489013678 40.98582077026362, 42.91522598266607 40.92750167846697, 42.87519836425798 40.85858154296881, 42.86958694458013 40.77029800415039, 42.8360137939456 40.71354293823265, 42.70460128784185 40.68149566650385, 42.61116790771479 40.64011383056635, 42.54808425903349 40.64073181152361, 42.49170684814464 40.72141647338879, 42.37902069091825 40.83445358276373, 42.3329162597658 40.92453002929688, 42.33081436157232 40.98288726806641, 42.39835739135771 41.08527374267589, 42.48964691162138 41.1560173034668, 42.5574035644533 41.18561553955072, 42.58322525024408 41.22635269165039, 42.53187179565458 41.30082321167015, 42.47284698486357 41.43973922729504, 42.52032852172869 41.44004821777338, 42.51613616943388 41.47916412353516, 42.56949996948242 41.51092529296898, 42.57986831665045 41.56610870361357, 42.60232162475603 41.58379745483398, 42.70830154418974 41.59800720214844, 42.7628822326663 41.58436965942383))",ardahan
