city,year,registered_voters,turnout,valid_vote,saadet partisi,btp,tkp,vatan partisi,chp,ak parti,dp,mhp,iyi parti,hdp,dsp,bgmz,anap,ldp,dtp,ip,hakpar,bbp,bdp,millet partisi,odp,emep,hyp,dyp,rp,sbp,shp,ydp,bagimsizlar,baskanlik sayisi,atp,genc parti,ytp,huda par,a.p.,turk parti,hkp,myp,yurtp,hepar,bp,dbp,dehap,depar,fp,hadep,sip,BAĞIMSIZLAR_vote,bagimsizlar_percent,percent_turnout,ANAP_vote,anap_percent,DSP_vote,dsp_percent,DYP_vote,dyp_percent,IDP_vote,idp_percent,MÇP_vote,mcp_percent,RP_vote,rp_percent,SHP_vote,shp_percent,prev_year,winner,prev_winner,swing,election_type,anadolu partisi,hap,has parti,hp,idp,kp,mcp,mdp,mep,mmp,sp,ydh,yeni parti,ap,birlik partisi,cgp,ckmp,cmp,demokratik parti,gp,hurriyet partisi,msp,tbp,tip,vp,ytp ,event,event_bool,cyprus,earthquake,kurdish,refugee
eskisehir,1999,313487.0,285372.0,272812.0,,,,,10281.0,,597.0,23195.0,,,116979.0,,26087.0,,1602.0,269.0,,1022.0,,467.0,906.0,,,65012.0,,,,,,,,,,,,,,,,,,,,,25267.0,907.0,221.0,,,0.9103152602819256,,,,,,,,,,,,,,,1994.0,dsp,dyp,1,municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
gaziantep,1999,396478.0,322718.0,303419.0,,,,,97015.0,,,41176.0,,,40731.0,,19213.0,,1004.0,505.0,,3536.0,,924.0,970.0,430.0,,14519.0,,,,406.0,,,,,,,,,,,,,,,,,62220.0,18755.0,242.0,1773.0,,0.8139619348362329,,,,,,,,,,,,,,,1994.0,chp,shp,1,municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
icel,1999,292800.0,228486.0,215615.0,,,,,39758.0,,,39213.0,,,41726.0,,27380.0,,984.0,309.0,,816.0,,620.0,1288.0,281.0,,9829.0,,,,,,,,,,,,,,,,,1004.0,203.0,,341.0,14000.0,37693.0,170.0,,,0.7803483606557376,,,,,,,,,,,,,,,1994.0,dsp,anap,1,municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
istanbul,1999,5521300.0,4573976.0,4368656.0,,,,,607895.0,,,320734.0,,,882923.0,,977920.0,9995.0,7232.0,5072.0,,23010.0,,4462.0,23864.0,5729.0,,165114.0,,,,2849.0,,,,,,,,,,,,,8754.0,,,,1202050.0,114339.0,2864.0,3850.0,,0.8284237407856845,,,,,,,,,,,,,,,1994.0,fp,rp,1,municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,earthquake,1,0,1,0,0
izmir,1999,1469795.0,1265035.0,1206091.0,,,,,217337.0,,2099.0,82140.0,,,367553.0,,230673.0,2785.0,2285.0,1712.0,,,,1288.0,7470.0,2115.0,,197169.0,,,,,,,,,,,,,,,,,2451.0,,,,41200.0,45559.0,1036.0,1219.0,,0.8606880551369409,,,,,,,,,,,,,,,1994.0,dsp,dyp,1,municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
kayseri,1999,302251.0,257028.0,246926.0,,,,,11701.0,,,65581.0,,,38828.0,,12728.0,,511.0,262.0,,4977.0,,638.0,430.0,189.0,,11996.0,,,,243.0,,,,,,,,,,,,,,,,,96289.0,2396.0,157.0,,,0.8503793204985259,,,,,,,,,,,,,,,1994.0,fp,rp,1,municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
kocaeli,1999,141169.0,122624.0,116213.0,,,,,46747.0,,,6304.0,,,12809.0,,7454.0,,,80.0,,797.0,,300.0,375.0,108.0,,9101.0,,,,,,,,,,,,,,,,,,,,,31359.0,690.0,89.0,,,0.8686326318101,,,,,,,,,,,,,,,1994.0,chp,shp,1,municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,earthquake,1,0,1,0,0
konya,1999,363921.0,321929.0,310116.0,,,,,6320.0,,,82008.0,,,15537.0,,12801.0,491.0,969.0,388.0,,5008.0,,1073.0,414.0,,,30630.0,,,,,,,,,,,,,,,,,,,,,150515.0,3703.0,259.0,,,0.8846123197067496,,,,,,,,,,,,,,,1994.0,fp,rp,1,municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
samsun,1999,219146.0,183223.0,172790.0,,,,,42080.0,,,23543.0,,,,,48330.0,939.0,3322.0,299.0,,1746.0,,333.0,1090.0,,,13037.0,,,,,,,,,,,,,,,,,,,,,37831.0,,240.0,,,0.8360773183174687,,,,,,,,,,,,,,,1994.0,anap,chp,1,municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
adana,1989,435602.0,294847.0,280501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6768724661502932,80810.0,28.8,16770.0,5.9,53113.0,18.9,1420.0,0.5,2899.0,1.0,12933.0,4.6,112556.0,40.1,,shp,,0,municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
ankara,1989,1382505.0,1126031.0,1074252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.0,0.0,0.8144860235586852,216485.0,20.1,53776.0,5.0,218893.0,20.3,5554.0,0.5,41694.0,3.8,62968.0,5.8,474349.0,44.1,,shp,,0,municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
bursa,1989,436322.0,341254.0,323121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.0,0.0,0.7821150434770651,62983.0,19.4,41376.0,12.8,103893.0,32.1,1959.0,0.6,5905.0,1.8,27787.0,8.5,79016.0,24.4,,dyp,,0,municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
gaziantep,1989,238879.0,176703.0,167086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,0.0,0.7397175976121803,22406.0,13.4,6264.0,3.7,52407.0,31.3,1098.0,0.6,3743.0,2.2,11815.0,7.0,69323.0,41.4,,shp,,0,municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
istanbul,1989,3520723.0,2393003.0,2277364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.0,0.0,0.6796907907835976,594845.0,26.1,278294.0,12.2,315591.0,13.8,7241.0,0.3,22278.0,0.9,238745.0,10.4,818756.0,35.9,,shp,,0,municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
izmir,1989,981771.0,727077.0,698389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7405769777269852,169672.0,24.2,39186.0,5.6,97183.0,13.9,2227.0,0.3,5326.0,0.7,18815.0,2.6,365980.0,52.4,,shp,,0,municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
kayseri,1989,202819.0,147467.0,139952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7270867127833192,37059.0,26.4,6589.0,4.7,32230.0,23.0,904.0,0.6,9118.0,6.5,15216.0,10.8,38836.0,27.7,,shp,,0,municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
konya,1989,251975.0,192424.0,183911.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7636630618116876,31091.0,16.9,7282.0,3.9,44568.0,24.2,1022.0,0.5,8033.0,4.3,76621.0,41.6,15294.0,8.3,,rp,,0,municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
antep,2018,1214503.0,1039392.0,1019525.0,12576.0,,,2031.0,158769.0,540735.0,,133202.0,70179.0,124858.0,,0.0,,,,,,,,,,,,,,,,,,,,,,8743.0,,,,,,,,,,,,,,,,85.6,,,,,,,,,,,,,,,2015_2,akp,akp,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
antep,2015_1,1138374.0,955727.0,942205.0,5982.0,925.0,,1220.0,157344.0,595708.0,814.0,91997.0,,103249.0,393.0,126.0,,641.0,,,1957.0,5122.0,,396.0,,,,9.0,,,,,,,,,,,,,1257.0,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,2011,akp,akp,0,parlimentary,,,,,,1068.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
antep,2015_2,1130109.0,931622.0,912330.0,19157.0,2454.0,,1632.0,152798.0,438958.0,1371.0,165917.0,,142951.0,1641.0,0.0,,581.0,,,975.0,,,439.0,,,,26.0,,,,,,,,,,,,2215.0,1231.0,,4.0,,,,,,,,,,,82.4,,,,,,,,,,,,,,,2015_1,akp,akp,0,parlimentary,333.0,12.0,,,,196.0,,,497.0,,,,,,,,,,,,,,,,,,,0,0,0,0,0
antep,2011,1003541.0,843849.0,825656.0,8270.0,,1336.0,,159961.0,510923.0,5341.0,77836.0,,,2085.0,44610.0,,0.0,,,,7828.0,,1188.0,,0.0,,0.0,,,,,,,,,,,,,,,,1556.0,,,,,,,,,,84.1,,,,,,,,,,,,,,,2007,akp,akp,0,parlimentary,,,6779.0,,,,,,,528.0,,,,,,,,,,,,,,,,,refugee ,1,0,0,0,1
antep,2007,696510.0,563526.0,550000.0,7844.0,4042.0,1407.0,,97271.0,328120.0,13286.0,63030.0,,,,27965.0,,,,1474.0,,,,,622.0,,2197.0,,,,,,,,,6485.0,,,,,,,,,,,,,,,,,,80.9,,,,,,,,,,,,,,,2002,akp,akp,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
antep,2002,683464.0,499109.0,482699.0,10512.0,5431.0,692.0,,93033.0,193995.0,,33617.0,,,3168.0,123.0,21196.0,867.0,,2148.0,,8065.0,,1126.0,1070.0,,,30781.0,,,,,,,,34839.0,3065.0,,,,,,1984.0,,,,38737.0,,,,,,,73.0,,,,,,,,,,,,,,,1999,akp,mhp,1,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
antep,1999,618027.0,521970.0,496114.0,,,,,69568.0,,1243.0,99444.0,,,97025.0,1094.0,49369.0,1259.0,4248.0,838.0,,8674.0,,1110.0,2456.0,638.0,,51323.0,,,,609.0,,,,,,,,,,,,,1348.0,,,384.0,78822.0,27238.0,453.0,,,84.5,,,,,,,,,,,,,,,1995,mhp,rp,1,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
antep,1995,539688.0,438763.0,420925.0,,,,,44108.0,,,42758.0,,,68413.0,998.0,71857.0,,,908.0,,,,1792.0,,,,57678.0,100286.0,,,1814.0,,,,,,,,,,,,,,,,,,28115.0,,,,81.3,,,,,,,,,,,,,,,1991,rp,shp,1,parlimentary,,,,,,,,,,,,2980.0,518.0,,,,,,,,,,,,,,,0,0,0,0,0
antep,1991,512598.0,412995.0,401599.0,,,,,,,,,,,28820.0,,77296.0,,,,,,,,,,,110579.0,71270.0,,112777.0,,,,,,,,,,,,,,,,,,,,,,,80.6,,,,,,,,,,,,,,,1987,shp,anap,1,parlimentary,,,,,,,,,,,1602.0,,,,,,,,,,,,,,,,,0,0,0,0,0
antep,1987,438776.0,415052.0,403516.0,,,,,,,,,,,21442.0,,147244.0,,,,,,,,,,,67553.0,26023.0,,125853.0,,,,,,,,,,,,,,,,,,,,,,,94.6,,,,,,,,,,,,,,,1983,anap,anap,0,parlimentary,,,,,3222.0,,12987.0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
antep,1983,324258.0,292194.0,276079.0,,,,,,,,,,,,,115097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.1,,,,,,,,,,,,,,,1977,anap,chp,1,parlimentary,,,,95011.0,,,,65971.0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
urfa,2018,1060815.0,864333.0,843861.0,11218.0,,,997.0,33791.0,458246.0,,80810.0,16174.0,251779.0,,3448.0,,,,,,,,,,,,,,,,,,,,,,13528.0,,,,,,,,,,,,,,,,81.5,,,,,,,,,,,,,,,2015_2,akp,akp,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
urfa,2015_1,976961.0,818358.0,803885.0,3091.0,389.0,,397.0,25328.0,531554.0,515.0,23669.0,,232846.0,188.0,222.0,,29.0,,,1124.0,3241.0,,122.0,,,,330.0,,,,,,,,,,,,,1460.0,,,,,,,,,,,,,83.8,,,,,,,,,,,,,,,2011,akp,akp,0,parlimentary,,,,,,1568.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
urfa,2015_2,974219.0,781449.0,763380.0,7866.0,1965.0,,506.0,34309.0,365329.0,742.0,44111.0,,297417.0,1326.0,24500.0,,7.0,,,1412.0,,,201.0,,,,22.0,,,,,,,,,,,,15.0,797.0,,3.0,,,,,,,,,,,80.2,,,,,,,,,,,,,,,2015_1,akp,akp,0,parlimentary,321.0,10.0,,,,137.0,,,5.0,,,,,,,,,,,,,,,,,,,0,0,0,0,0
urfa,2011,849100.0,697412.0,676554.0,3382.0,,1235.0,,21777.0,430453.0,1743.0,22357.0,,,700.0,182915.0,,0.0,,,,6220.0,,426.0,,0.0,,598.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,82.1,,,,,,,,,,,,,,,2007,akp,akp,0,parlimentary,,,5925.0,,,,,,,555.0,,,,,,,,,,,,,,,,,refugee ,1,0,0,0,1
urfa,2007,553377.0,453207.0,444915.0,9830.0,2090.0,854.0,,21271.0,267525.0,28302.0,24084.0,,,,90127.0,,,,484.0,,,,,,,1351.0,,,,,,,,,1588.0,,,,,,,,,,,,,,,,,,81.9,,,,,,,,,,,,,,,2002,akp,akp,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
urfa,2002,570168.0,446163.0,432230.0,19728.0,1280.0,259.0,,42946.0,99331.0,,34442.0,,,3010.0,19014.0,44407.0,380.0,,480.0,,2573.0,,610.0,576.0,,,71507.0,,,,,,,,7406.0,1086.0,,,,,,1043.0,,,,83600.0,,,,,,,78.3,,,,,,,,,,,,,,,1999,akp,dyp,1,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
urfa,1999,518259.0,445058.0,421454.0,,,,,25530.0,,,35864.0,,,19392.0,25.0,59001.0,599.0,7707.0,486.0,,5903.0,,1165.0,967.0,677.0,,100394.0,,,,890.0,,,,,,,,,,,,,1241.0,689.0,,824.0,90387.0,69900.0,543.0,,,85.9,,,,,,,,,,,,,,,1995,dyp,rp,1,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
urfa,1995,444468.0,364441.0,350647.0,,,,,7926.0,,,13138.0,,,6822.0,29640.0,60090.0,,,421.0,,,,1979.0,,,,88071.0,92095.0,,,1015.0,,,,,,,,,,,,,,,,,,48265.0,,,,82.0,,,,,,,,,,,,,,,1991,rp,dyp,1,parlimentary,,,,,,,,,,,,1843.0,426.0,,,,,,,,,,,,,,,0,0,0,0,0
urfa,1991,366685.0,294917.0,286597.0,,,,,,,,,,,7598.0,,76270.0,,,,,,,,,,,89984.0,52953.0,,59365.0,,,,,,,,,,,,,,,,,,,,,,,80.4,,,,,,,,,,,,,,,1987,dyp,anap,1,parlimentary,,,,,,,,,,,959.0,,,,,,,,,,,,,,,,,0,0,0,0,0
urfa,1987,311110.0,286568.0,270303.0,,,,,,,,,,,18421.0,27605.0,97597.0,,,,,,,,,,,50104.0,32237.0,,40509.0,,,,,,,,,,,,,,,,,,,,,,,92.1,,,,,,,,,,,,,,,1983,anap,mdp,1,parlimentary,,,,,1651.0,,2721.0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
urfa,1983,207257.0,170397.0,158707.0,,,,,,,,,,,,,54678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.2,,,,,,,,,,,,,,,1977,mdp,chp,1,parlimentary,,,,43747.0,,,,60282.0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
istanbul,2018,10559686.0,9304207.0,9155118.0,139870.0,,,18843.0,2498564.0,4029418.0,,779942.0,755397.0,1195523.0,,4080.0,,,,,,,,,,,,,,,,,,,,,,16956.0,,,,,,,,,,,,,,,,88.1,,,,,,,,,,,,,,,2015_2,akp,akp,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
istanbul,2015_1,10312538.0,9093756.0,8989092.0,69177.0,7615.0,,24826.0,2777219.0,4521325.0,5005.0,790248.0,,949951.0,5170.0,2510.0,,7765.0,,,18528.0,36615.0,,2425.0,,,,88.0,,,,,,,,,,,,,9256.0,,,,,,,,,,,,,88.2,,,,,,,,,,,,,,,2011,akp,akp,0,parlimentary,,,,,,9473.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
istanbul,2015_2,10231703.0,8832058.0,8295578.0,180712.0,15303.0,,36101.0,2473160.0,3489402.0,4674.0,936272.0,,1069665.0,12290.0,216830.0,,4467.0,,,7164.0,,,1757.0,,,,3668.0,,,,,,,,,,,,15361.0,7224.0,,1755.0,,,,,,,,,,,86.3,,,,,,,,,,,,,,,2015_1,akp,akp,0,parlimentary,4568.0,109.0,,,,3528.0,,,3039.0,,,,,,,,,,,,,,,,,,,0,0,0,0,0
istanbul,2011,9397323.0,8132340.0,7936607.0,129030.0,,16626.0,,2492910.0,3931210.0,33122.0,747666.0,,,19489.0,425417.0,,3364.0,,,,50023.0,,14831.0,,0.0,,2759.0,,,,,,,,,,,,,,,,32740.0,,,,,,,,,,86.5,,,,,,,,,,,,,,,2007,akp,akp,0,parlimentary,,,57399.0,,,,,,,4321.0,,,,,,,,,,,,,,,,,,0,0,0,0,0
istanbul,2007,7406297.0,6072068.0,5729858.0,175213.0,22081.0,12418.0,,1556518.0,2604343.0,177186.0,602093.0,,,,338548.0,,3106.0,,18471.0,,,,,,,22389.0,,,,,,,,17272.0,217089.0,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,2002,akp,akp,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
istanbul,2002,7159151.0,5419062.0,5205166.0,197795.0,25602.0,13251.0,,1257330.0,1943776.0,,263208.0,,,59842.0,2964.0,238777.0,21006.0,,31552.0,,41359.0,,5664.0,20735.0,,,189373.0,,,,,,,,429475.0,103071.0,,,,,,92293.0,,,,287953.0,,,,,,,75.7,,,,,,,,,,,,,,,1999,akp,dsp,1,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
istanbul,1999,6134811.0,5143911.0,4932304.0,,,,,472385.0,,11517.0,498745.0,,,1466438.0,3544.0,780518.0,16613.0,14162.0,6530.0,,50342.0,,5693.0,58713.0,7058.0,,268932.0,,,,4578.0,,,,,,,,,,,,,11927.0,5255.0,,4291.0,1052738.0,199388.0,4388.0,,,83.8,,,,,,,,,,,,,,,1995,dsp,rp,1,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,earthquake,1,0,1,0,0
istanbul,1995,5243739.0,4319315.0,4157617.0,,,,,485551.0,,,154405.0,,,764258.0,4891.0,916512.0,,,8223.0,,,,12652.0,,,,641825.0,997935.0,,,7879.0,,,,,,,,,,,,,,,,,,151737.0,,,,82.4,,,,,,,,,,,,,,,1991,rp,anap,1,parlimentary,,,,,,,,,,,,19893.0,4698.0,,,,,,,,,,,,,,,0,0,0,0,0
istanbul,1991,4265566.0,3311756.0,3220039.0,,,,,,,,,,,568738.0,2593.0,887986.0,,,,,,,,,,,607188.0,539573.0,,607955.0,,,,,,,,,,,,,,,,,,,,,,,77.6,,,,,,,,,,,,,,,1987,anap,anap,0,parlimentary,,,,,,,,,,,11977.0,,,,,,,,,,,,,,,,,0,0,0,0,0
istanbul,1987,3544389.0,3178552.0,3104909.0,,,,,,,,,,,313242.0,2526.0,1235123.0,,,,,,,,,,,368678.0,213544.0,,928459.0,,,,,,,,,,,,,,,,,,,,,,,89.7,,,,,,,,,,,,,,,1983,anap,anap,0,parlimentary,,,,,12755.0,,36805.0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
istanbul,1983,2525756.0,2289248.0,2178084.0,,,,,,,,,,,,14370.0,991042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.6,,,,,,,,,,,,,,,1977,anap,chp,1,parlimentary,,,,740439.0,,,,432233.0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
antep,1977,367858.0,253592.0,244454.0,,,,,109255.0,,,27172.0,,,,2082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.9,,,,,,,,,,,,,,,1973,chp,chp,0,parlimentary,,,,,,,,,,,,,,79306.0,,2901.0,,,2868.0,,,20870.0,,,,,,0,0,0,0,0
antep,1973,268722.0,173359.0,165579.0,,,,,61213.0,,,7696.0,,,,3169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5,,,,,,,,,,,,,,,1969,chp,ap,1,parlimentary,,,,,,,,,,,,,,29332.0,,17968.0,,,25742.0,,,19162.0,1297.0,,,,,0,0,0,0,0
antep,1969,230752.0,154112.0,146224.0,,,,,49123.0,,,5144.0,,,,15698.0,,,,,,,,1254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.7,,,,,,,,,,,,,,,1965,ap,ap,0,parlimentary,,,,,,,,,,,,,,51216.0,3509.0,,,,,16823.0,,,,2872.0,,585.0,,0,0,0,0,0
antep,1965,209365.0,154814.0,148482.0,,,,,56133.0,,,,,,,4.0,,,,,,,,3788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.9,,,,,,,,,,,,,,,1961,ap,chp,1,parlimentary,,,,,,,,,,,,,,76799.0,,,2282.0,,,,,,,5064.0,,4412.0,,0,0,0,0,0
antep,1961,191785.0,163950.0,156907.0,,,,,73766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5,,,,,,,,,,,,,,,1957,chp,dp,1,parlimentary,,,,,,,,,,,,,,46066.0,,,4313.0,,,,,,,,,32766.0,,0,0,0,0,0
antep,1957,176236.0,150075.0,,,,,,69762.0,,70848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.2,,,,,,,,,,,,,,,1954,dp,dp,0,parlimentary,,,,,,,,,,,,,,,,,,2294.0,,,4613.0,,,,,,,0,0,0,0,0
antep,1954,154473.0,143773.0,,,,,,58834.0,,83026.0,,,,,925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.1,,,,,,,,,,,,,,,1950,dp,dp,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
antep,1950,132453.0,120422.0,,,,,,49333.0,,69792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9,,,,,,,,,,,,,,,,dp,,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
urfa,1977,292408.0,202902.0,196964.0,,,,,65910.0,,,11876.0,,,,10437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.4,,,,,,,,,,,,,,,1973,chp,ap,1,parlimentary,,,,,,,,,,,,,,64785.0,,2223.0,,,3301.0,,,38432.0,,,,,,0,0,0,0,0
urfa,1973,217627.0,130588.0,126474.0,,,,,36615.0,,,1188.0,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,1969,ap,ap,0,parlimentary,,,,,,,,,,,,,,42365.0,,2419.0,,,21609.0,,,22198.0,,,,,,0,0,0,0,0
urfa,1969,207153.0,133624.0,128694.0,,,,,28904.0,,,629.0,,,,16915.0,,,,,,,,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5,,,,,,,,,,,,,,,1965,ap,ap,0,parlimentary,,,,,,,,,,,,,,55992.0,,,,,,10516.0,,,,2578.0,,12101.0,,0,0,0,0,0
urfa,1965,182322.0,125037.0,118841.0,,,,,36307.0,,,,,,,26444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.6,,,,,,,,,,,,,,,1961,ap,chp,1,parlimentary,,,,,,,,,,,,,,41486.0,,,,,,,,,,3771.0,,10833.0,,0,0,0,0,0
urfa,1961,166814.0,124534.0,120042.0,,,,,51544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7,,,,,,,,,,,,,,,1957,chp,chp,0,parlimentary,,,,,,,,,,,,,,24741.0,,,7299.0,,,,,,,,,36456.0,,0,0,0,0,0
urfa,1957,166416.0,126035.0,,,,,,65096.0,,57017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.7,,,,,,,,,,,,,,,1954,chp,dp,1,parlimentary,,,,,,,,,,,,,,,,,,3136.0,,,225.0,,,,,,,0,0,0,0,0
urfa,1954,147215.0,133792.0,,,,,,51127.0,,65070.0,,,,,14591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9,,,,,,,,,,,,,,,1950,dp,dp,0,parlimentary,,,,,,803.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
urfa,1950,122703.0,108828.0,,,,,,51924.0,,55959.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.7,,,,,,,,,,,,,,,,dp,,0,parlimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
istanbul,1977,2518737.0,1572729.0,1530966.0,,,,,891772.0,,,41261.0,,,,2895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4,,,,,,,,,,,,,,,1973,chp,chp,0,parlimentary,,,,,,,,,,,,,,434879.0,,15342.0,,,18246.0,,,101078.0,21521.0,4817.0,,,,0,0,0,0,0
istanbul,1973,1749970.0,1066535.0,1020316.0,,,,,499225.0,,,18786.0,,,,5555.0,,,,,,,,3875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9,,,,,,,,,,,,,,,1969,chp,ap,1,parlimentary,,,,,,,,,,,,,,290763.0,,28728.0,,,72775.0,,,85454.0,15155.0,,,,,0,0,0,0,0
istanbul,1969,1195896.0,626836.0,600334.0,,,,,203309.0,,,15508.0,,,,7756.0,,,,,,,,16275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4,,,,,,,,,,,,,,,1965,ap,ap,0,parlimentary,,,,,,,,,,,,,,286841.0,17216.0,,,,,13882.0,,,,34633.0,,4914.0,,0,0,0,0,0
istanbul,1965,1010051.0,651473.0,623536.0,,,,,185479.0,,,,,,,11686.0,,,,,,,,30471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5,,,,,,,,,,,,,,,1961,ap,ap,0,parlimentary,,,,,,,,,,,,,,331447.0,,,9250.0,,,,,,,49422.0,,5781.0,,0,0,0,0,0
istanbul,1961,975422.0,725702.0,709873.0,,,,,270920.0,,,,,,,31216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.4,,,,,,,,,,,,,,,1957,ap,dp,1,parlimentary,,,,,,,,,,,,,,296568.0,,,87696.0,,,,,,,,,23473.0,,0,0,0,0,0
