"","X1","city","year","registered_voters","turnout","valid_vote","saadet partisi","btp","tkp","vatan partisi","chp","ak parti","dp","mhp","iyi parti","hdp","dsp","bgmz","anap","ldp","dtp","ip","hakpar","bbp","bdp","millet partisi","odp","emep","hyp","dyp","rp","sbp","shp","ydp","bagimsizlar","baskanlik sayisi","atp","genc parti","ytp","huda par","a.p.","turk parti","hkp","myp","yurtp","hepar","bp","dbp","dehap","depar","fp","hadep","sip","BAĞIMSIZLAR_vote","bagimsizlar_percent","percent_turnout","ANAP_vote","anap_percent","DSP_vote","dsp_percent","DYP_vote","dyp_percent","IDP_vote","idp_percent","MÇP_vote","mcp_percent","RP_vote","rp_percent","SHP_vote","shp_percent","prev_year","winner","prev_winner","swing","election_type","anadolu partisi","hap","has parti","hp","idp","kp","mcp","mdp","mep","mmp","sp","ydh","yeni parti","ap","birlik partisi","cgp","ckmp","cmp","demokratik parti","gp","hurriyet partisi","msp","tbp","tip","vp","ytp_1","event","event_year","cyprus","earthquake","kurdish","refugee","year_int","incumbent_vote_share","prev_winner_voteshare","event_right_after"
"39",38,"erzurum","2009",227052,183443,178380,10325,435,184,NA,1993,101524,905,60477,NA,NA,322,0,0,NA,2215,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.7933865370047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004.0","akp","akp",0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2009,56.9144522928579,61.179831323116,0
"40",39,"eskisehir","2009",460672,392825,378540,6153,463,448,NA,10598,140478,3957,21408,NA,NA,195035,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.2721676160045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004.0","dsp","dsp",0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2009,51.522956622814,44.7565721463072,0
"41",40,"gaziantep","2009",729349,594367,569897,18875,1577,610,NA,172101,304014,1767,28612,NA,NA,2050,490,0,NA,32268,0,0,7533,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.4928107120185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004.0","akp","akp",0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2009,53.3454290863086,57.4414112424408,0
"42",41,"icel","2009",552367,456339,439265,2501,748,562,NA,135632,92715,1107,108775,NA,NA,16128,376,0,NA,79483,0,718,0,0,520,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.6151815731208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004.0","chp","chp",0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cyprus war",1974,1,0,0,0,2009,30.877033225957,34.0425715679966,0
"43",42,"istanbul","2009",8805063,7199083,6946435,337014,17071,7709,NA,2568710,3105555,33089,348269,NA,NA,90399,5541,21960,3025,314229,0,9502,79401,0,4961,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.7607210760445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004.0","akp","akp",0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,2009,44.7071771347461,45.3168590616017,0
"44",43,"izmir","2009",2422480,2043178,1972359,18428,5992,5483,NA,1107562,599395,14169,138056,NA,NA,30659,38867,6569,1420,0,0,0,0,0,0,0,0,5759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.3424094316568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004.0","chp","chp",0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2009,56.1541788284993,47.1733047333383,0
"45",44,"kayseri","2009",581273,494668,477233,21352,2979,681,NA,40862,291333,4509,107637,NA,NA,3496,272,2018,392,0,0,0,0,0,901,0,801,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.1008046133228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004.0","akp","akp",0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2009,61.0462813761831,70.2482399293819,0
"46",45,"kocaeli","2009",1025094,891735,857940,73952,1106,1471,NA,272389,407170,18354,55515,NA,NA,5641,0,0,NA,14308,0,0,8034,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.9905589145971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004.0","akp","akp",0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,2009,47.4590297689815,51.0245883390181,0
"47",46,"konya","2009",643648,537776,521199,77240,1923,447,NA,16687,356570,1664,56796,NA,NA,4043,0,0,191,4560,0,0,0,0,604,0,0,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5512578303669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004.0","akp","akp",0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2009,68.4134083142907,62.0162653084378,0
"48",47,"sakarya","2009",417592,362515,351875,25337,873,392,NA,26961,157626,5608,129313,NA,NA,1378,349,1213,239,0,0,0,2586,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.8108105519263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004.0","akp","akp",0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,2009,44.7960213143872,37.4767360458962,0
"49",48,"samsun","2009",376980,313710,299805,11692,894,743,NA,63548,144174,9645,61703,NA,NA,6801,248,0,357,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.2166162661149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004.0","akp","akp",0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2009,48.0892580177115,46.2503740161086,0
"50",49,"adana","1994",10904360,9739574,9143354,NA,NA,NA,NA,267604,NA,7100,413811,NA,NA,1026674,NA,1992281,NA,NA,16592,NA,35057,NA,31888,NA,NA,NA,1451809,2048519,17297,1799059,21979,13684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.3181626431996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989.0","rp","shp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,1994,22.4044590201801,40.1267731665841,1
"51",50,"adana","1994",10904360,9739574,9143354,NA,NA,NA,NA,267604,NA,7100,413811,NA,NA,1026674,NA,1992281,NA,NA,16592,NA,35057,NA,31888,NA,NA,NA,1451809,2048519,17297,1799059,21979,13684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.3181626431996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989.0","rp","shp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cyprus war",1974,1,0,0,0,1994,22.4044590201801,40.1267731665841,0
"52",51,"ankara","1994",1670867,1525392,1439838,NA,NA,NA,NA,30082,NA,NA,104304,NA,NA,111740,NA,268519,NA,NA,3023,NA,8649,NA,5727,NA,NA,NA,119824,393623,3413,387152,2756,1026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.2934422667992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989.0","rp","shp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1994,27.3380060812397,44.1562128811489,0
"53",52,"antalya","1994",260054,230050,214775,NA,NA,NA,NA,22164,NA,NA,20717,NA,NA,18351,NA,40895,NA,NA,601,NA,641,NA,796,NA,NA,NA,71325,19442,840,18382,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.4623962715436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989.0","dyp",NA,0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1994,33.2091723897102,NA,0
"54",53,"bursa","1994",590162,554609,518917,NA,NA,NA,NA,5130,NA,1534,16160,NA,NA,94228,NA,144309,NA,NA,955,NA,1409,NA,2184,NA,NA,NA,122200,96113,776,32313,1305,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.9757219204218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989.0","anap","dyp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,1994,27.8096497127672,32.1529705590166,1
"55",54,"diyarbakir","1994",169466,119754,86302,NA,NA,NA,NA,1846,NA,NA,3755,NA,NA,NA,NA,18826,NA,NA,548,NA,672,NA,NA,NA,NA,NA,13691,31865,NA,12588,674,1837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.665502224635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989.0","rp",NA,0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kurdish war",1984,0,0,1,0,1994,36.9226669138606,NA,0
"56",55,"erzurum","1994",133846,119082,111942,NA,NA,NA,NA,575,NA,486,28370,NA,NA,1516,NA,23775,NA,NA,212,NA,1978,NA,593,NA,NA,NA,9643,41965,NA,1838,991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.9694126085202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989.0","rp",NA,0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1994,37.4881635132479,NA,0
"57",56,"eskisehir","1994",282758,268413,256919,NA,NA,NA,NA,21371,NA,NA,13131,NA,NA,52128,NA,49045,NA,NA,429,NA,546,NA,930,NA,NA,NA,52665,35615,438,26984,704,2933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.9267571562962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989.0","dyp",NA,0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1994,20.4986785718456,NA,0
"58",57,"gaziantep","1994",325128,279437,255113,NA,NA,NA,NA,9866,NA,1073,19067,NA,NA,16534,NA,37042,NA,NA,798,NA,1731,NA,1003,NA,NA,NA,26350,69817,NA,70466,1366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.9467655815556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989.0","shp","shp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1994,27.621485380988,41.4894126378033,0
"59",58,"icel","1994",239391,193867,176698,NA,NA,NA,NA,13972,NA,842,9037,NA,NA,9817,NA,65879,NA,NA,591,NA,481,NA,371,NA,NA,NA,19628,14184,NA,41531,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.9834120748065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989.0","anap",NA,0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cyprus war",1974,1,0,0,0,1994,37.2833874746743,NA,0
"60",59,"istanbul","1994",4585817,4078906,3865126,NA,NA,NA,NA,54028,NA,NA,72121,NA,NA,478612,NA,855897,NA,NA,5215,NA,13662,NA,12294,NA,NA,NA,597461,973704,7075,784693,7979,2385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.9461136368939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989.0","rp","shp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,1994,25.1920377239966,35.9519163383631,1
"61",60,"izmir","1994",1245691,1132708,1061184,NA,NA,NA,NA,26909,NA,2825,NA,NA,NA,159394,NA,208607,NA,NA,2165,NA,NA,NA,2776,NA,NA,NA,294647,74120,3121,281721,2221,2678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.9300942207979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989.0","dyp","shp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1994,27.765872836379,52.4034599628574,0
"62",61,"kayseri","1994",256656,236524,221202,NA,NA,NA,NA,5368,NA,NA,56546,NA,NA,8773,NA,33800,NA,NA,338,NA,1413,NA,733,NA,NA,NA,16882,68665,NA,27747,937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.1560376535129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989.0","rp","shp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1994,31.0417627327059,27.7495141191266,0
"63",62,"kocaeli","1994",119255,109908,103310,NA,NA,NA,NA,2477,NA,340,2043,NA,NA,8966,NA,10087,NA,NA,110,NA,286,NA,180,NA,NA,NA,20440,26688,NA,31487,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.1621734937738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989.0","shp",NA,0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,1994,30.4781724905624,NA,1
"64",63,"konya","1994",302033,281868,266484,NA,NA,NA,NA,1190,NA,NA,21058,NA,NA,5173,NA,86956,NA,NA,316,NA,1605,NA,2580,NA,NA,NA,11202,130353,NA,4971,781,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.3235772250052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989.0","rp","rp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1994,48.9158823794299,41.6619995541322,0
"65",64,"samsun","1994",190549,173280,163168,NA,NA,NA,NA,52147,NA,NA,13470,NA,NA,7806,NA,21815,NA,NA,255,NA,970,NA,754,NA,NA,NA,30422,27631,467,7070,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.9372392403004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989.0","chp",NA,0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1994,31.9590851147284,NA,0
"66",65,"adana","2004",715938,484729,461381,9877,939,718,NA,83119,183376,NA,43178,NA,NA,4248,NA,NA,NA,NA,785,NA,1758,NA,589,NA,NA,NA,58885,NA,NA,55537,NA,1527,NA,1096,14863,886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.7054437674771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999.0","akp","anap",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,2004,39.7450263448213,26.4066077513043,1
"67",66,"adana","2004",715938,484729,461381,9877,939,718,NA,83119,183376,NA,43178,NA,NA,4248,NA,NA,NA,NA,785,NA,1758,NA,589,NA,NA,NA,58885,NA,NA,55537,NA,1527,NA,1096,14863,886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.7054437674771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999.0","akp","anap",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cyprus war",1974,1,0,0,0,2004,39.7450263448213,26.4066077513043,0
"68",67,"ankara","2004",2269442,1703844,1636633,11205,3897,2775,NA,206630,901001,NA,74815,NA,NA,14905,NA,5986,NA,NA,4313,NA,8379,NA,1257,NA,NA,NA,32376,NA,NA,341231,NA,1386,NA,NA,26477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.0776622623535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999.0","akp","fp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2004,55.0521100332207,33.7912972503445,0
"69",68,"antalya","2004",413294,278196,268678,1348,364,421,NA,70119,92419,NA,15201,NA,NA,1961,NA,695,NA,NA,354,NA,724,NA,513,NA,NA,NA,69891,NA,NA,10273,NA,384,NA,NA,4011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.311889357213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999.0","akp","chp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2004,34.3976804948675,21.9453693450682,0
"70",69,"bursa","2004",820333,598305,572398,22058,2379,1062,NA,98986,307960,NA,20171,NA,NA,13012,NA,6019,NA,NA,NA,NA,2725,NA,774,NA,NA,NA,68146,NA,NA,9530,NA,846,NA,1089,17641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.9344059058943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999.0","akp","dsp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,2004,53.8017253729049,28.9378069708267,0
"71",70,"diyarbakir","2004",272935,158006,152493,1468,349,208,NA,1332,53816,NA,1155,NA,NA,533,NA,645,NA,NA,178,NA,775,NA,NA,NA,NA,NA,2299,NA,NA,88907,NA,317,NA,NA,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.8914393536923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999.0","shp","hadep",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kurdish war",1984,0,0,1,0,2004,58.3023483045123,62.4809864786057,0
"72",71,"erzurum","2004",189595,114181,110270,3914,212,118,NA,1702,67463,NA,32640,NA,NA,240,NA,190,NA,NA,75,NA,928,NA,NA,NA,NA,NA,2033,NA,NA,NA,NA,NA,NA,NA,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.2236345895198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999.0","akp","mhp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2004,61.179831323116,36.4020192748967,0
"73",72,"eskisehir","2004",363459,293856,283431,2223,456,296,NA,NA,117205,NA,6128,NA,NA,126854,NA,965,NA,NA,385,NA,1004,NA,NA,NA,375,NA,23719,NA,NA,NA,NA,375,NA,NA,3446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.8498345067807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999.0","dsp","dsp",0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2004,44.7565721463072,42.8789789305456,0
"74",73,"gaziantep","2004",479412,325245,309061,10839,1088,668,NA,103342,177529,NA,5391,NA,NA,1170,NA,580,NA,NA,683,NA,1806,NA,611,NA,NA,NA,1985,NA,NA,NA,NA,414,NA,640,2315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.8424820404996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999.0","akp","chp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2004,57.4414112424408,31.9739370309704,0
"75",74,"icel","2004",340440,242129,231563,1357,289,224,NA,78830,46209,NA,43033,NA,NA,920,NA,462,NA,NA,368,NA,NA,NA,305,NA,NA,NA,2338,NA,NA,52189,NA,1618,NA,NA,3421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.1223710492304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999.0","chp","dsp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cyprus war",1974,1,0,0,0,2004,34.0425715679966,19.3520858938386,0
"76",75,"istanbul","2004",6440606,4400637,4231487,228615,13312,8199,NA,1223856,1917577,NA,173274,NA,NA,57957,NA,51979,NA,NA,7919,NA,20560,NA,NA,NA,NA,NA,206410,NA,NA,153840,NA,5687,NA,8364,145120,8818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.3264431949416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999.0","akp","fp",1,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,2004,45.3168590616017,27.5153273684172,0
